msa_sentence,dialect_sentence,split,dialect,region
وسألوا: «أين هو الطفل الذي ولد حديثا، والذي سيكون ملك اليهود؟ لأننا رأينا نجمه في الشرق، وقد أتينا لنسجد له.»,وقالوا: «وينو ملك اليهود الي تولد؟ رانا شفنا النجمة متاعو ظهرت في الشرق، ياخي جينا باش نسجدولو.»,train,Tunis,MGR
فألقى يهوذا قطع النقد في الهيكل ثم غادر، وذهب وشنق نفسه.,ورمى الفضة في الهيكل وخرج، ومشى شنق روحو.,train,Tunis,MGR
واتفق مع العمال أن يدفع لهم دينارا واحدا عن كل يوم، ثم أرسلهم للعمل في كرمه.,وتفاهم مع الخداما على بياسة متاع فضة في النهار وبعثهم لسانية العنب.,train,Tunis,MGR
وكلامك سيقرر براءتك أو إدانتك.» قادة اليهود يطلبون برهانا,راك بكلامك تطلع بريء وبكلامك يتحكم عليك.» الفريسيين يطلبوا في معجزة ( مرقس ‏8‏:‏11‏-12 ؛ لوقا ‏11‏:‏29‏-32 ),train,Tunis,MGR
وهذه هي أسماء الاثني عشر رسولا: أولا سمعان الذي يدعى أيضا بطرس، وأخوه أندراوس، يعقوب بن زبدي وأخوه يوحنا،,وهاذوما هوما أسامي الأثناشن رسول: الأولاني إسمو سمعان الي ينادولو بطرس وخوه أندراوس، ويعقوب ولد زبدي وخوه يوحنا،,train,Tunis,MGR
وترك يسوع ذلك المكان وذهب إلى منطقة صور وصيدا.,ومشى يسوع مالبلاصة هاذيكا وجا لشيرة صور وصيدا.,train,Tunis,MGR
فسيضع الخراف عن يمينه، والجداء عن يساره.,وبش نحط الغنم على يميني آما المعيز نحطهم على يساري.,train,Tunis,MGR
ثم صعد يسوع إلى الجبل، ودعا إليه الذين أرادهم، فذهبوا معه.,ومباعد طلع يسوع للجبل ونادى للي يحب عليهم باش يتبعوه ياخي جاوه.,train,Tunis,MGR
وعندما انتهى يسوع من تعليمه لتلاميذه الاثني عشر، غادر ذلك المكان، وذهب ليعلم ويعلن رسالته في إقليم الجليل. يسوع ويوحنا المعمدان,ووقتلي يسوع كمل وصى تلامذتو الأثناش، مشى مالبلاصة هاذيكا باش يعلم ويبشر في المدن الي في المنطقة هاذيكا.,train,Tunis,MGR
لأنه سيكون في ذلك الوقت ضيق عظيم لم يكن مثله منذ بداية العالم، ولن يكون مثله.,على خاطر في الوقت هاذاكا باش يكون ثمة ضيق كبير، ما وقعش كيفو من أول الدنيا لتوا.,train,Tunis,MGR
لكن ما يخرج من فم الإنسان، يصدر عن القلب. وهذا ما ينجس الإنسان.,آما الحاجة الي تخرج مالفم، تجي مالقلب، وهاذا الي ينجس الإنسان.,train,Tunis,MGR
فلما رآه الفريسيون ومعلمو الشريعة يأكل مع جامعي الضرائب والخطاة، سألوا تلاميذه: «لماذا يأكل مع جامعي الضرائب والخطاة؟»,ووقتلي الكتاب متاع اليهود والفريسيين شافوا الي يسوع ياكل مع الي يلموا في الضرايب قالوا لتلامذتو «علاش ياكل مع الي يلموا في الضرايب والمذنبين؟»,train,Tunis,MGR
لأن قلبك سيكون حيث يكون كنزك.,وين يكون كنزك وين يكون قلبك.» نور البدن ( لوقا ‏11‏:‏34‏-36 ),train,Tunis,MGR
«أقول الحق لكم، إن عقاب كل هذه الجرائم سيقع على هذا الجيل. يسوع ينذر شعب مدينة القدس,نقلكم الحق: الحاجات الخايبين هاذوما الكلهم باش يجيو على الجيل هاذا!» محبة يسوع لأورشليم ( لوقا ‏13‏:‏34‏-35 ),train,Tunis,MGR
وكان هناك قطيع كبير من الخنازير يرعى على مسافة منهم.,وكانوا ثمة برشة حلالف يرعوا في بلاصة بعيدة عليهم،,train,Tunis,MGR
ولكن إن لم يستمع إليك، خذ واحدا أو اثنين معك، حتى يكون الكلام بشهادة شاهدين أو ثلاثة.  #شاهدين أو ثلاثة.  16:18  انظر كتاب التثنية 19: 15.,آما إذا كان ما سمعش كلامك، هز واحد ولا زوز أخرين معاك، باش كل كلمة تتقال يشهدوا عليها زوز ولا ثلاثة شهود.,train,Tunis,MGR
بعد ذلك، اقتاده الذين قبضوا عليه إلى بيت قيافا رئيس الكهنة، حيث اجتمع معلمو الشريعة والشيوخ.,ولي شدوا يسوع هزوه لقيافا الي هو أعلى واحد في رؤساء الكهان، وين تلموا الشيوخ والكتاب متاع اليهود,train,Tunis,MGR
لماذا لا تفهمون أنني لم أكن أتكلم معكم عن الخبز العادي، بل كنت أحذركم لكي تحفظوا أنفسكم من خميرة الفريسيين والصدوقيين.»,كيفاش ما تنجموش تفهموا الي آنا ما نيش نحكي على الخبز؟ ردوا بالكم مالخميرة متاع الفريسيين والصدوقيين!»,train,Tunis,MGR
فأحضر إليه بعض الناس مشلولا مستلقيا على فراشه. فلما رأى يسوع إيمانهم، قال للمشلول: «تشجع يا بني، خطاياك مغفورة.»,وجابولو الناس واحد مشلول راقد على فراشو، وكشاف يسوع إيمانهم قال للمشلول: «اتشجع يا ولدي، راهي ذنوبك تغفرت.»,train,Tunis,MGR
«فأجاب الرجل: ‹لا، لأنكم عندما تقتلعون الأعشاب الضارة، قد تقتلعون القمح معها.,"آما هو قال: ""لا، باش ما تقلعوش القمح وقتلي إنتوما تلموا في الزوان.",train,Tunis,MGR
فأجاب بطرس: «اشرح لنا معنى هذا التشبيه.»,آما بطرس قالو: «فسرلنا المثل هاذا.»,train,Tunis,MGR
لأني كنت جائعا فلم تطعموني. كنت عطشانا فلم تسقوني.,راني كنت جيعان وما وكلتونيش، كنت عطشان وما رويتونيش،,train,Tunis,MGR
«سمعتم أنه قيل: ‹لاتزن.›  #لا تزن.  27:5  من كتاب الخروج 20: 14، وكتاب التثنية 5: 18.,"# خر ‏20‏:14؛ تث ‏5‏:18 «سمعتوا الي تقال لجدودكم: ""ما تزناش.""",train,Tunis,MGR
ثم دخل يسوع ساحة الهيكل، وطرد كل الذين كانوا يبيعون ويشترون في ساحة الهيكل. وقلب موائد الصرافين ومقاعد باعة الحمام.,ودخل يسوع للهيكل متاع الله وطرد الي يبيعوا ويشريو في وسط الهيكل الكلهم، وقلب الطواول متاع الي يصرفوا في الفلوس والكراسي متاع الي يبيعوا في الحمام،,train,Tunis,MGR
فابتدأ الذي أخذ الأكياس الخمسة باستثمارها فورا في التجارة، فكسب خمسة أكياس أخرى.,الي خذا الخمسة صرر مشى فيسع وتاجر بيهم، ياخي ربح خمسة صرر أخرين.,train,Tunis,MGR
فقام يوسف وأخذ الطفل وأمه ليلا وذهب إلى مصر.,ياخي قام يوسف وهز الطفل وأمو في الليل ومشى لمصر.,train,Tunis,MGR
«وتقولون: ‹إن حلف بالمذبح. لا يكون ملزما بحفظ قسمه، ولكن إن حلف أحد بالتقدمة التي على المذبح، فإنه يكون ملزما بحفظه!›,"وتقولوا: ""الي يحلف بالمذبح موش ملزوم بحتى شيء، آما الي يحلف بالقربان الي فوق المذبح راهو ملزوم بيمينو.""",train,Tunis,MGR
‹قال الرب لسيدي: اجلس عن يميني إلى أن أجعل أعداءك تحت قدميك›؟,# مز ‏110‏:1؛ أع ‏2‏:‏34‏-35؛ عب ‏1‏:13؛ ‏10‏:13 قال ربي لسيدي:  أقعد على يميني  حتى لين نحط أعداءك تحت ساقيك.,train,Tunis,MGR
«ولكن الفلاحين أمسكوا بعبيده، وضربوا واحدا منهم، وقتلوا آخر، ورجموا آخر.,وشدوا الخماسا الخدام متاعو وضربوا واحد منهم، وقتلوا الآخر، ورجموا واحد آخر بالحجر.,train,Tunis,MGR
وعندما عرف هيرودس أن الرجال الحكماء خدعوه، غضب جدا، وأمر بقتل جميع الصبيان في مدينة بيت لحم وكل المنطقة المجاورة، من عمر سنتين فما دون، وذلك بحسب الوقت الذي أكده له الرجال الحكماء.,ووقتلي شاف هيرودس الي الحكماء تمسخروا عليه، تغشش برشة وأمر بقتلان الصغار الكل في بيت لحم وفي البلايص الي دايرة بيها ملي عمرهم عامين وأقل، بحسب الوقت الي قالولو عليه الحكماء.,train,Tunis,MGR
بعد موت هيرودس، ظهر ملاك الرب في حلم ليوسف في مصر.,ووقتلي مات هيرودس ظهر ملاك الرب ليوسف في الحلم، وقتلي هو في مصر،,train,Tunis,MGR
فحزن الملك، لكنه أمر بتلبية طلبها بسبب قسمه، واحتراما لضيوفه.,وحزن الملك، آما أمر باش يتعطالها الشيء الي حبت عليه، على خاطر اليمين الي حلف بيه والضيوف.,train,Tunis,MGR
حينئذ بصقوا في وجهه، وضربوه بقبضاتهم ولطموه.,وبزقوا عليه وضربوه بالكف، وثمة شكون منهم الي ضربوه,train,Tunis,MGR
لكني سأريكم أن ابن الإنسان يملك سلطانا على الأرض لمغفرة الخطايا.» وقال للرجل المشلول: «انهض واحمل فراشك واذهب إلى بيتك!»,آما باش تعرفوا الي آنا إبن الإنسان عندي السلطة في الأرض باش نغفر الذنوب.» ومباعد قال للمشلول: «قوم! هز فراشك وروح لدارك.»,train,Tunis,MGR
ومن يقبل طفلا كهذا باسمي فإنما يقبلني.» تحذير من العثرات,الي يقبل ولد صغير كيف هكا على خاطر إسمي يقبلني.,train,Tunis,MGR
«يشبه ملكوت السماوات ملكا عمل وليمة عرس لابنه.,«مملكة السماوات تشبه لملك عمل سهرية في العرس متاع ولدو.,train,Tunis,MGR
«قولوا للمدينة العزيزة صهيون:  #العزيزة صهيون.  5:21  حرفيا «الابنة صهيون.» ‹ها إن ملكك آت إليك، متواضعا وراكبا على حمار، حمار صغير ابن دابة أعدت للعمل.›»,# إش ‏62‏:11؛ زك ‏9‏:9 قولوا لبنت صهيون:  هاو الملك متاعك جايك  متواضع وراكب على بهيمة  وعلى جحش ولد بهيمة.»,train,Tunis,MGR
وعندما امتلأت الشبكة، سحبها الصيادون إلى الشاطئ. ثم جلسوا وأخذوا يختارون السمك الجيد ويضعونه في سلال، أما السمك الرديء فألقوه خارجا.,وقتلي تملات، خرجوها الصيادا للشط وقعدوا وحطوا الحوت الباهي في صنادق والخايب رموه.,train,Tunis,MGR
