msa_sentence,dialect_sentence,dialect,region,split
عن طريق الأنترنت حيث أصبح لديهم كمبيوتر,عن طريق النت لأنه هلئ صار في كمبيوتر عندهم,Syria,LEV,train
وقال لى تتزوجها ام أسجنك عشرون سنة  ؟,وقالي تتجوزها ولا أسجنك عشرين سنة ؟,Syria,LEV,train
وهل باقى الفيلم بهذه الحقارة التى تفعلها يتعب أى أحد نفسياً,طيب باقي الفلم بالحقارة الي هيه عملتو فيها هاد مو رح يخلي أي حدا يتعب نفسيا,Syria,LEV,train
و هناك رجليين يسيرون احدهم يخبر الاخر هل ترى هذه السيده كيف تحب زوجها الى اى درجه ؟,واتنين رجال ماشيين شافهم واحد عم يقول للتاني يا سلام شايف الست هي بتحب جوزها شقد,Syria,LEV,train
مرحبا  ازيكم .... ولا  اقول  كيفكون  لان المنتدى  شامى .,مرحبا شلونكن ..... ولا أقول كيفكم لأنو المنتدى شامي,Syria,LEV,train
ماذا سأقول .. لن أتكلم حتى لا يقولوا انها أحقاد !!!,شو رح قول بقى ..... ما رح احكي لايقولو عني حاقدة !!!!!!!,Syria,LEV,train
دولت هانم يوجد الكثير لم يفهمون لست أنا فقط,شفتي يا دولة خانم في كتير مو فاهمين مو أنا لوحدي ها  ههههه,Syria,LEV,train
وحكيم قريباً بالاسواق,وحكيم قريبا في الأسواق,Syria,LEV,train
با أولاد با بنّى ساعدنى و ابحث لنا اين الباب لنخرج بسرعه,يا ولاد يا أبني خود بأيدي وشوفلنا الباب من وين خلينا نطلع بسرعة,Syria,LEV,train
أتمنى أن تكونوا واثقين و هذه ليست فقط كل الأدلة التى لدى ، لكن هذه التى درسها أقل طالب يتخرج من كلية الآثار,ياريت تكونوا اقتنعتوا وهدول الشغلات كلها مو كل الأدلة الي عندي وبس كل اللي درسه أقل طالب بيتخرج من جامعة  اثار,Syria,LEV,train
هذه الفكرة ستنتج موضوع فى البداية اريد ان اقول ان أى شخص عنده شكوى يضعها فى بداية هذا الموضوع,هي الفكرة رح تفتح موضوع في البداية تقول على الفكرة وفي أي واحد عندو شكوى يحطها في البداية في الموضوع هاد,Syria,LEV,train
و دائما يديه فى جيبه و رغم ان الولد كثير الرزق لديه سياره مصريه,ودايما إيده في جيبه ورغم إن الوالد كسيب عنده سياره قديمة وشعبيه كتير ومصرية,Syria,LEV,train
كل بنت  لها  عمل  بالطبع . ومن  ضمنهم سوف  تجد اللاختيار  الحادى عشر .,كل واحد الو شغل وطبعا من ضمنهم رح تلاقي الأختيار الحداعشر,Syria,LEV,train
القبر  كتب  على  جميع البشر .,القبر هاد شي مكتوب على كل البشر رح يموتو,Syria,LEV,train
وأنا جئت اليوم إن شاء الله حتى أكمل جزء بسيط من الموضوع الذى بدأناه المرة السابقة وهو تقويم الأسنان .,وأنا أجى اليوم أن شاء الله مشان أكمل جزء بسيط من الموضوع بدأناه المرة الماضية وهو تقويم الأسنان ....,Syria,LEV,train
يوجد بها معلومات جديده اما الموضوعات العاديه لانى لا اريد ان اقول على موضوع انه ليس جميلا,وفيها معلومات جديدة أما المواضيع العادية لأني ما بدي أقول على موضوع مو حلو,Syria,LEV,train
احكى لنا عن اشياء تفضفض عنا مثل قصه ام اربعه و اربعون او قصه ابو رجل مسلوخه او امنا الغوله,احكيلنا شغلة بتفرح شوي متل قصة أم أربعة وأربعين أو أبو أجر مشلوله وأمنا الغولة,Syria,LEV,train
أنظر الى نفسى و أقول لو انىى عندى إبنة تفعل ما انا افعل كنت سأموت من المأساه,ولا بتفرج على حالي بقول لو عندي بنت بتعمل هيك كنت بموت  من الزعل هههه,Syria,LEV,train
ايها الشعب الضائع فى الغابات ماذا تنتظر؟,يا شعب ضايع الغايات ..... مو غبي مستني شو ؟,Syria,LEV,train
و ايضا طريقه النقل التى ننقل بها تعتبر سرقه لاننا نقول منقول بدون ان نكتب المصدر الذى تم النقل منه,وكمان حتى طريقة النقل الي عم تنقلها هي بتعتبر سرقة لأننا عم نقول منقول من غير ما نكتب المصر الي نقلنا منه,Syria,LEV,train
المهم أولاً الفيلم ليس جيداً وبدون هدف وممل,المهم أولا الفيلم بايخ وتافه وممل ورزيل وقليل زوء,Syria,LEV,train
مثلاً أنتى لن تعرفى هذا التعبان ولن تهتمى به خلاصة القول الفضفضة,مثلا أنت ما رح تعرفي التعبان هاد وما رح تهتمي فيه أبدا خلاصة القصة الفصفصة,Syria,LEV,train
و أصل الكلمة يونانى هابلوس,وأصل الكلمة يوناني هابلوس,Syria,LEV,train
و تكره هذا لأنه ليس بالأمر حيث إنها تكون شىء لا ارادى,وبتكره هاد لأنه مو بالأمر هاد بيبقى شغلة هيك لا أرادية غصب عنك,Syria,LEV,train
جميلة جدا ً,حلوة كتير,Syria,LEV,train
لست فى حاجة للتوضيح لأن المكالمة استمرت بالفعل لحين عودتنا للمنزل,مالي بحاجة لتوضحيلي أنو المكالمة بقيت لوثت رجعتنا عالبيت,Syria,LEV,train
إعتبارا ً أن مبارك فرعون فربما الله يرسل له موسى,على اعتبار أن مبارك فرعون كما ن الله يبعتلو موسى,Syria,LEV,train
لكن لا يمتد بيننا إلى درجة الخروج عن المسموح,بس ماتوصل بينا الدرجة للنتجاوز حد المسموح,Syria,LEV,train
وجميعنا نعانى من هذا الموضوع وخاصة عندما تركب المترو ويا حبذا لو كان فى الصباح الباكر أو فى ميعاد خروج الموظفين,وكلنا بنعاني من الموضوع هاد وبالذات مثلا لو بيتركب سرفيس واحد ويا سلام لو كان الصبح بكير او في موعد انصراف الموظفين,Syria,LEV,train
شىء مهم لىّ كمسلم بالرغم من أنى اعرف الشباب هذه الايام يقومون بالمغازلة,شغلة مهمة كتير ليك كمسلم على العلم أنو بعرف شباب بهالوقت بتلطش,Syria,LEV,train
كنت لا أريد أن ينتهى البرنامج,ما كان بدي البرنامج يخلص,Syria,LEV,train
اريد  ان  ابدى اعجابى بالمدونة وبالاخص اسطره الاولى .,وكمان السطر الي ببداية الكتابة رائع كتير,Syria,LEV,train
ربنا ينصر الإسلام والمسلمين جزاكم الله كل خير,الله ينصر الأسلام والمسلمين يارب الله يجزيكم كل خير,Syria,LEV,train
انا مشكلتى ان اصدقائى اكثر وقت كان من الممكن احتاك لهم فيه,أنا مشكلتي أنو رفقاتي أكتر وقت كان ممكن احتاجهم فيه,Syria,LEV,train
وهم ايضا  يضايقونه  بها .  وان  حمل  اوراقا  رسميه  .,الي بيرقفوه فيه حتى لو كانت أوراقة سليمة,Syria,LEV,train
واتيت  متأخر ايضا . (بكاء),كمان جيت متأخرة هئ هئ هئ,Syria,LEV,train
وقد التحقت  بكليه الاداب  .  والحمد لله  فأنا  انجح   كل سنه وبتقدير .,ورحت كلية الآداب ولله الحمد بنجح كل سنة بتقدير,Syria,LEV,train
فضلت الهاتف على الطعام,فضلت الألو والكلام على العيش ....,Syria,LEV,train
وأصبح مساعدي المعلمين رؤساء الأقسام ، ووجدت معلم الميكانيا الذي كان معلمي في المدرسة المتوسطة,والمعدين صار رؤساء أقسام ولقيت مدرس الميكانيك الي درسني في الإعدادي,Syria,LEV,train
هذه الاغنيه لمطرب ومطربه هم عمر ومنى,هي غنية لمطرب ومطربه اسمن عمر ومنى,Syria,LEV,train
فى وقت من الأوقات مدير شركة مارلبورو قابل مدير شركة كليوباترا,مرة مدير شركة مالبورو وقابل مدير كيلوبترا,Syria,LEV,train
بإفتراض ذلك أن العيب فيك أنت و ليس فيها,لو فرضنا الله لا يقدر أنو العيب منك انت وهيا ما فيها عيب,Syria,LEV,train
أنت تسهر تشاهد التليفزيون أو تلعب شطرنج,ولا شطرنج بتسهر قدام التلفزيون,Syria,LEV,train
اوصى بحسن المعامله و هذا الاصل من الممكن ان تكونى عرفتى عن جماعات مجنونه,وصى بحسن المعاملة وهاد الأصل ممكن تكوني سمعتي عن جماعات قوية كتير,Syria,LEV,train
لقد قال أن هذا هو ضابط أم هريدي,قالو هي أم هريدي يا أفندي,Syria,LEV,train
شوق و حنان,شوق وحنان,Syria,LEV,train
و الرب يجعل كلماتك فى ميزان حسناتك,والله يجعل كلامك كلو في ميزان حسناتك,Syria,LEV,train
الاستاذ يا بنى أستلف الفا و بعدها الفا ثانيه التلميذ لن يسدد شيئا,الاستاذ يا أبني اتدين ألف تانية الطالب ما رح يرجع شي,Syria,LEV,train
كى نجد لك علاج فى مستشفى الحلزونة مجاناً,مشان نشوفلك علاج في مستسفى الحلزونة مجاناً,Syria,LEV,train
مثلما أنقذت شخصاً من القتل ولذلك سيعيش بروح جديدة,كأنك أنقذت واحد من الإعدام ويعني رح يعيش بروح جديدة,Syria,LEV,train
